name,id,description,type,tier,boss,arena,image,equipped_by,name_zh,stats.attack.base,materials,dropped_by,cures,quests,gives,stats.magic.base,causes,stats.defense.base,stats.ward.base,element,view_distance,stats.dexterity.base,stats.mana.base,stats.crit.base,stats.resistance.base,stats.hp.base,prevents
First Horseman's Boots,1143,"Boots of the First Horseman, often associated with great famine. It reduces the damage taken from the ultimate attacks of Raid Bosses.",Legs,7,true,false,armor/horseman_boots.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",第一騎士的長靴,---,"[{""id"":252,""name"":""Darkstone""},{""id"":346,""name"":""Greater Soul""},{""id"":261,""name"":""Hardened Steel""},{""id"":275,""name"":""Silver""}]","[{""id"":400,""name"":""First Horseman""}]",---,---,---,---,---,165,---,---,---,---,---,---,165,---,---
First Horseman's Armor,1144,"Armor of the First Horseman, often associated with great famine. It reduces the damage taken from the ultimate attacks of Raid Bosses.",Armor,7,true,false,armor/horseman_armor.png,"[{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",第一騎士的盔甲,---,"[{""id"":252,""name"":""Darkstone""},{""id"":346,""name"":""Greater Soul""},{""id"":261,""name"":""Hardened Steel""},{""id"":275,""name"":""Silver""}]","[{""id"":400,""name"":""First Horseman""}]",---,---,---,---,---,195,---,---,---,---,---,---,---,---,---
First Horseman's Cloak,1145,"Cloak of the First Horseman, often associated with great famine. It reduces the damage taken from the ultimate attacks of Raid Bosses.",Armor,7,true,false,armor/horseman_robe.png,"[{""id"":2,""name"":""Mage""}]",第一騎士的披風,---,"[{""id"":252,""name"":""Darkstone""},{""id"":346,""name"":""Greater Soul""},{""id"":261,""name"":""Hardened Steel""},{""id"":275,""name"":""Silver""}]","[{""id"":400,""name"":""First Horseman""}]",---,---,---,---,---,---,---,---,---,---,---,---,195,---,---
First Horseman's Hood,1146,"Hood of the First Horseman, often associated with great famine. It reduces the damage taken from the ultimate attacks of Raid Bosses.",Head,7,true,false,armor/horseman_hood.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",第一騎士的兜帽,---,"[{""id"":252,""name"":""Darkstone""},{""id"":346,""name"":""Greater Soul""},{""id"":261,""name"":""Hardened Steel""},{""id"":275,""name"":""Silver""}]","[{""id"":400,""name"":""First Horseman""}]",---,---,---,---,---,165,---,---,---,---,---,---,165,---,---
Ashen Phoenician Shoes,1147,Footwear of a worshipper of a fallen Phoenix. Wearing this item may occasionally protect you from status effects.,Legs,10,true,false,armor/phoenix_boots.png,"[{""id"":2,""name"":""Mage""}]",蒼白鳳凰的鞋,---,"[{""id"":259,""name"":""Firestone""},{""id"":346,""name"":""Greater Soul""},{""id"":294,""name"":""Silk""},{""id"":275,""name"":""Silver""}]","[{""id"":403,""name"":""Ashen Phoenix""}]",---,---,---,---,---,112,3,---,---,---,99,---,275,---,---
Ashen Phoenician Robe,1148,Robe of a worshipper of a fallen Phoenix. Wearing this item may occasionally protect you from status effects.,Armor,10,true,false,armor/phoenix_robe.png,"[{""id"":2,""name"":""Mage""}]",蒼白鳳凰法袍,---,"[{""id"":259,""name"":""Firestone""},{""id"":346,""name"":""Greater Soul""},{""id"":294,""name"":""Silk""},{""id"":275,""name"":""Silver""}]","[{""id"":403,""name"":""Ashen Phoenix""}]",---,---,---,---,---,112,3,---,---,---,99,---,275,---,---
Ashen Phoenician Hood,1149,Hood of a worshipper of a fallen Phoenix. Wearing this item may occasionally protect you from status effects.,Head,10,true,false,armor/phoenix_hood.png,"[{""id"":2,""name"":""Mage""}]",蒼白鳳凰兜帽,---,"[{""id"":259,""name"":""Firestone""},{""id"":346,""name"":""Greater Soul""},{""id"":294,""name"":""Silk""},{""id"":275,""name"":""Silver""}]","[{""id"":403,""name"":""Ashen Phoenix""}]",---,---,---,---,---,112,3,---,---,---,99,---,275,---,---
Ashen Phoenician Helmet,1150,Helmet of a worshipper of a fallen Phoenix. Wearing this item may occasionally protect you from status effects.,Head,10,true,false,armor/phoenix_helm.png,"[{""id"":1,""name"":""Warrior""}]",蒼白鳳凰頭盔,---,"[{""id"":259,""name"":""Firestone""},{""id"":346,""name"":""Greater Soul""},{""id"":294,""name"":""Silk""},{""id"":275,""name"":""Silver""}]","[{""id"":403,""name"":""Ashen Phoenix""}]",---,---,---,---,---,275,3,---,---,---,---,---,112,99,---
Ashen Phoenician Greaves,1151,Heavy leg armor of a worshipper of a fallen Phoenix. Wearing this item may occasionally protect you from status effects.,Legs,10,true,false,armor/phoenix_leggings.png,"[{""id"":1,""name"":""Warrior""}]",蒼白鳳凰護脛,---,"[{""id"":259,""name"":""Firestone""},{""id"":346,""name"":""Greater Soul""},{""id"":294,""name"":""Silk""},{""id"":275,""name"":""Silver""}]","[{""id"":403,""name"":""Ashen Phoenix""}]",---,---,---,---,---,275,3,---,---,---,---,---,112,99,---
Ashen Phoenician Garb,1152,Light armor of a worshipper of a fallen Phoenix. Wearing this item may occasionally protect you from status effects.,Armor,10,true,false,armor/phoenix_garb.png,"[{""id"":3,""name"":""Thief""}]",蒼白鳳凰皮甲,---,"[{""id"":259,""name"":""Firestone""},{""id"":294,""name"":""Silk""},{""id"":275,""name"":""Silver""}]","[{""id"":403,""name"":""Ashen Phoenix""}]",---,---,---,---,---,275,3,---,---,52,---,---,112,---,---
Ashen Phoenician Cowl,1153,Headwear of a worshipper of a fallen Phoenix. Wearing this item may occasionally protect you from status effects.,Head,10,true,false,armor/phoenix_hood.png,"[{""id"":3,""name"":""Thief""}]",灰白鳳凰的風帽,---,"[{""id"":259,""name"":""Firestone""},{""id"":346,""name"":""Greater Soul""},{""id"":294,""name"":""Silk""},{""id"":275,""name"":""Silver""}]","[{""id"":403,""name"":""Ashen Phoenix""}]",---,---,---,---,---,275,3,---,---,52,---,---,112,---,---
Ashen Phoenician Cuirass,1154,Heavy armor of a worshipper of a fallen Phoenix. Wearing this item may occasionally protect you from status effects.,Armor,10,true,false,armor/phoenix_armor.png,"[{""id"":1,""name"":""Warrior""}]",蒼白鳳凰胸甲,---,"[{""id"":259,""name"":""Firestone""},{""id"":346,""name"":""Greater Soul""},{""id"":294,""name"":""Silk""},{""id"":275,""name"":""Silver""}]","[{""id"":403,""name"":""Ashen Phoenix""}]",---,---,---,---,---,275,3,---,---,---,---,---,112,99,---
Second Horseman's Armor,1155,"Armor of the Second Horseman, often associated with great pestilence. It reduces the damage taken from the ultimate attacks of Raid Bosses.",Armor,8,true,false,armor/horseman_armor.png,"[{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",第二騎士的盔甲,---,"[{""id"":252,""name"":""Darkstone""},{""id"":346,""name"":""Greater Soul""},{""id"":261,""name"":""Hardened Steel""},{""id"":275,""name"":""Silver""}]","[{""id"":402,""name"":""Second Horseman""}]",---,---,---,---,---,222,---,---,---,---,---,---,---,---,"[""Cursed"",""Att ↓""]"
Second Horseman's Hood,1156,"Hood of the Second Horseman, often associated with great pestilence. It reduces the damage taken from the ultimate attacks of Raid Bosses.",Head,8,true,false,armor/horseman_hood.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",第二騎士的兜帽,---,"[{""id"":252,""name"":""Darkstone""},{""id"":346,""name"":""Greater Soul""},{""id"":261,""name"":""Hardened Steel""},{""id"":275,""name"":""Silver""}]","[{""id"":402,""name"":""Second Horseman""}]",---,---,---,---,---,195,---,---,---,---,---,---,195,---,---
Second Horseman's Boots,1157,"Boots of the Second Horseman, often associated with great pestilence. It reduces the damage taken from the ultimate attacks of Raid Bosses.",Legs,8,true,false,armor/horseman_boots.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",第二騎士的長靴,---,"[{""id"":252,""name"":""Darkstone""},{""id"":346,""name"":""Greater Soul""},{""id"":261,""name"":""Hardened Steel""},{""id"":275,""name"":""Silver""}]","[{""id"":402,""name"":""Second Horseman""}]",---,---,---,---,---,195,---,---,---,---,---,---,195,---,---
Final Horseman's Cloak,1158,"Cloak of the Fourth Horseman, often associated with untimely demise. It reduces the damage taken from the ultimate attacks of Raid Bosses.",Armor,10,true,false,armor/horseman_robe.png,"[{""id"":2,""name"":""Mage""}]",最終騎士的披風,---,"[{""id"":252,""name"":""Darkstone""},{""id"":346,""name"":""Greater Soul""},{""id"":261,""name"":""Hardened Steel""},{""id"":275,""name"":""Silver""}]","[{""id"":401,""name"":""Final Horseman""}]",---,---,---,---,---,---,---,---,---,---,---,---,299,---,"[""Cursed"",""Mag ↓""]"
Final Horseman's Armor,1159,"Armor of the Fourth Horseman, often associated with untimely demise. It reduces the damage taken from the ultimate attacks of Raid Bosses.",Armor,10,true,false,armor/horseman_armor.png,"[{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",最終騎士的盔甲,---,"[{""id"":252,""name"":""Darkstone""},{""id"":346,""name"":""Greater Soul""},{""id"":261,""name"":""Hardened Steel""},{""id"":275,""name"":""Silver""}]","[{""id"":401,""name"":""Final Horseman""}]",---,---,---,---,---,299,---,---,---,---,---,---,---,---,"[""Cursed"",""Att ↓""]"
Final Horseman's Hood,1160,"Hood of the Fourth Horseman, often associated with untimely demise. It reduces the damage taken from the ultimate attacks of Raid Bosses.",Head,10,true,false,armor/horseman_hood.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",最終騎士的兜帽,---,"[{""id"":252,""name"":""Darkstone""},{""id"":346,""name"":""Greater Soul""},{""id"":261,""name"":""Hardened Steel""},{""id"":275,""name"":""Silver""}]","[{""id"":401,""name"":""Final Horseman""}]",---,---,---,---,---,265,---,---,---,---,---,---,265,---,---
Final Horseman's Boots,1161,"Boots of the Fourth Horseman, often associated with untimely demise. It reduces the damage taken from the ultimate attacks of Raid Bosses.",Legs,10,true,false,armor/horseman_boots.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",最終騎士的長靴,---,"[{""id"":252,""name"":""Darkstone""},{""id"":346,""name"":""Greater Soul""},{""id"":261,""name"":""Hardened Steel""},{""id"":275,""name"":""Silver""}]","[{""id"":401,""name"":""Final Horseman""}]",---,---,---,---,---,265,---,---,---,---,---,---,265,---,---
Second Horseman's Cloak,1162,"Cloak of the Second Horseman, often associated with great pestilence. It reduces the damage taken from the ultimate attacks of Raid Bosses.",Armor,8,true,false,armor/horseman_robe.png,"[{""id"":2,""name"":""Mage""}]",第二騎士的披風,---,"[{""id"":252,""name"":""Darkstone""},{""id"":346,""name"":""Greater Soul""},{""id"":261,""name"":""Hardened Steel""},{""id"":275,""name"":""Silver""}]","[{""id"":402,""name"":""Second Horseman""}]",---,---,---,---,---,---,---,---,---,---,---,---,222,---,"[""Cursed"",""Mag ↓""]"
Staff of the Chimera,1163,"A powerful staff forged of the remains of a Chimera. Using this weapon may cause one to fill with immense rage, inflicting the Berserk status.",Weapon,10,true,false,weapons/staff_of_tiamat.png,"[{""id"":2,""name"":""Mage""}]",奇美拉之杖,---,"[{""id"":272,""name"":""Red Draconite""}]","[{""id"":405,""name"":""Fey Chimera""}]",---,---,"[""Dmg ↑""]",232,---,---,---,---,---,---,---,---,---,---,---
Axe of the Chimera,1164,"A powerful axe forged of the remains of a Chimera. Using this weapon may cause one to fill with immense rage, inflicting the Berserk status.",Weapon,10,true,false,weapons/axe_of_tiamat.png,"[{""id"":1,""name"":""Warrior""}]",奇美拉之斧,232,"[{""id"":346,""name"":""Greater Soul""},{""id"":272,""name"":""Red Draconite""},{""id"":345,""name"":""Soul""}]","[{""id"":405,""name"":""Fey Chimera""}]",---,---,"[""Dmg ↑""]",---,---,---,---,---,---,---,---,---,---,---,---
Bow of the Chimera,1165,"A powerful bow forged of the remains of a Chimera. Using this weapon may cause one to fill with immense rage, inflicting the Berserk status.",Weapon,10,true,false,weapons/bow_of_tiamat.png,"[{""id"":3,""name"":""Thief""}]",奇美拉之弓,232,"[{""id"":272,""name"":""Red Draconite""}]","[{""id"":405,""name"":""Fey Chimera""}]",---,---,"[""Dmg ↑""]",---,---,---,---,---,---,26,---,---,---,---,---
Third Horseman's Hood,1166,"Hood of the Third Horseman, often associated with unwavering war. It reduces the damage taken from the ultimate attacks of Raid Bosses.",Head,9,true,false,armor/horseman_hood.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",第三騎士的兜帽,---,"[{""id"":252,""name"":""Darkstone""},{""id"":346,""name"":""Greater Soul""},{""id"":261,""name"":""Hardened Steel""},{""id"":275,""name"":""Silver""}]","[{""id"":406,""name"":""Third Horseman""}]",---,---,---,---,---,215,---,---,---,---,---,---,215,---,---
Third Horseman's Boots,1167,"Boots of the Third Horseman, often associated with unwavering war. It reduces the damage taken from the ultimate attacks of Raid Bosses.",Legs,9,true,false,armor/horseman_boots.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",第三騎士的長靴,---,"[{""id"":252,""name"":""Darkstone""},{""id"":346,""name"":""Greater Soul""},{""id"":261,""name"":""Hardened Steel""},{""id"":275,""name"":""Silver""}]","[{""id"":406,""name"":""Third Horseman""}]",---,---,---,---,---,215,---,---,---,---,---,---,215,---,---
Fey Yeti Coat,1168,Coat reminiscent of the cursed Yeti. It protects one from having their magical resistance lowered and reduces the damage taken from the ultimate attacks of Raid Bosses.,Armor,9,true,false,armor/yeti_armor.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",變異雪怪大衣,---,"[{""id"":256,""name"":""Earthstone""},{""id"":346,""name"":""Greater Soul""},{""id"":262,""name"":""Hide""},{""id"":275,""name"":""Silver""},{""id"":345,""name"":""Soul""}]","[{""id"":404,""name"":""Fey Yeti""},{""id"":422,""name"":""The Mightiest Mimic""}]",---,---,---,---,---,212,5,Water,---,---,120,---,212,120,"[""Frozen"",""T. Res ↓"",""Res ↓""]"
Azure Pinion,1169,A feather pulled from the remains of a cursed Cockatrice. It grants additional magic power at the expense of magical resistance.,Adornment,8,true,false,jewels/47.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",蔚藍羽毛,---,---,"[{""id"":408,""name"":""Fey Cockatrice""},{""id"":422,""name"":""The Mightiest Mimic""}]",---,---,---,24,---,---,---,---,---,---,-40,---,-40,---,---
Gold Pinion,1170,A feather pulled from the remains of a cursed Cockatrice. It grants additional physical defense at the expense of attack power.,Adornment,8,true,false,jewels/49.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",金羽毛,-60,---,"[{""id"":408,""name"":""Fey Cockatrice""},{""id"":422,""name"":""The Mightiest Mimic""}]",---,---,---,3,---,40,---,---,---,---,---,---,---,---,---
Crimson Pinion,1171,A feather pulled from the remains of a cursed Cockatrice. It grants additional attack power at the expense of physical defense.,Adornment,8,true,false,jewels/48.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",緋紅羽毛,24,---,"[{""id"":408,""name"":""Fey Cockatrice""},{""id"":422,""name"":""The Mightiest Mimic""}]",---,---,---,---,---,-40,---,---,---,---,-40,---,---,---,---
Emerald Pinion,1172,A feather pulled from the remains of a cursed Cockatrice. It grants additional magic resistance at the expense of magical power..,Adornment,8,true,false,jewels/50.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",翡翠羽毛,---,---,"[{""id"":408,""name"":""Fey Cockatrice""},{""id"":422,""name"":""The Mightiest Mimic""}]",---,---,---,-60,---,---,---,---,---,---,---,---,40,---,---
Third Horseman's Armor,1173,"Armor of the Third Horseman, often associated with unwavering war. It reduces the damage taken from the ultimate attacks of Raid Bosses.",Armor,9,true,false,armor/horseman_armor.png,"[{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",第三騎士的盔甲,---,"[{""id"":252,""name"":""Darkstone""},{""id"":346,""name"":""Greater Soul""},{""id"":261,""name"":""Hardened Steel""},{""id"":275,""name"":""Silver""}]","[{""id"":406,""name"":""Third Horseman""}]",---,---,---,---,---,255,---,---,---,---,---,---,---,---,"[""Cursed"",""Att ↓""]"
Third Horseman's Cloak,1174,"Cloak of the Third Horseman, often associated with unwavering war. It reduces the damage taken from the ultimate attacks of Raid Bosses.",Armor,9,true,false,armor/horseman_robe.png,"[{""id"":2,""name"":""Mage""}]",第三騎士的披風,---,"[{""id"":252,""name"":""Darkstone""},{""id"":346,""name"":""Greater Soul""},{""id"":261,""name"":""Hardened Steel""},{""id"":275,""name"":""Silver""}]","[{""id"":406,""name"":""Third Horseman""}]",---,---,---,---,---,---,---,---,---,---,---,---,255,---,"[""Cursed"",""Mag ↓""]"
Crusading Armor,1175,Some magic users are also skilled in combat. This is the armor of one.,Armor,10,false,true,armor/battlemage_armor.png,"[{""id"":2,""name"":""Mage""}]",運動裝甲,---,"[{""id"":346,""name"":""Greater Soul""},{""id"":273,""name"":""Runestone""}]",---,---,---,---,---,---,244,---,---,---,---,---,---,30,---,---
Ashen Phoenician Shield,1176,Decorated shield of a worshipper of a fallen Phoenix. It protects one from being blinded and may occasionally protect you from other status effects.,Off-hand,10,true,false,wards/phoenix_shield.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",蒼白鳳凰的盾,---,"[{""id"":259,""name"":""Firestone""},{""id"":346,""name"":""Greater Soul""},{""id"":294,""name"":""Silk""},{""id"":275,""name"":""Silver""}]","[{""id"":403,""name"":""Ashen Phoenix""}]",---,---,---,---,---,---,35,Arcane,---,---,---,---,---,---,---
Contraption,1177,"A small, strange thing made by Cade, the great inventor. It can provide all sorts of benefits to a piece of armor when adorned upon it.",Adornment,5,true,false,acc/gizmo.png,"[{""id"":2,""name"":""Mage""},{""id"":3,""name"":""Thief""},{""id"":1,""name"":""Warrior""}]",新玩意兒,2,---,"[{""id"":420,""name"":""Age-Old Mimic""},{""id"":288,""name"":""Ingenious Cade""},{""id"":440,""name"":""Arisen Cade""}]",---,---,---,2,---,2,1,---,---,2,8,---,2,8,---
